"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"125","A Kumar; Robert G Cole","Comparative Performance of Interleaved and Non-Interleaved Pipelining in LAPD Terminal Adaptors ","INFOCOM The Conference Computer Communications","2","2_18 A Kumar; Robert G Cole<","125"
"126","A Kumar; Lillykutty Jacob","Comparative Performance of Scheduling Strategies for Switching and Multiplexing in a Hub Based ATM Network: A Simulation Study ","Computer Networks","2","2_19 A Kumar; Lillykutty Jacob<","126"
"127","A Kumar; Robert G Cole","Comparative Performance of Interleaved and Non-Interleaved Pipelining in ATM Terminal Adapters ","Computer Networks and ISDN Systems","2","2_20 A Kumar; Robert G Cole<","127"
"128","A Kumar; Santosh Paul Abraham","A new approach for asynchronous distributed rate control of elastic sessions in integrated packet networks ","IEEE ACM Trans Netw","2","2_21 A Kumar; Santosh Paul Abraham<","128"
"129","A Kumar; Lillykutty Jacob ","Delay performance of some scheduling strategies in an input queuing ATM switch with multiclass bursty traffic ","IEEE ACM Trans Netw","2","2_22 A Kumar; Lillykutty Jacob <","129"
"130","A Kumar; Catherine Rosenberg ; Sridhar Ramesh","Revenue maximization in ATM networks using the CLP capability and buffer priority management ","IEEE ACM Trans Netw","2","2_23 A Kumar; Catherine Rosenberg ; Sridhar Ramesh<","130"
"131","A Kumar; ","Comparative performance analysis of versions of TCP in a local network with a lossy link ","IEEE ACM Trans Netw","2","2_24 A Kumar; <","131"
"132","A Kumar; Aditya Karnik ; Ajit Anvekar ; Sanjay Shakkottai","TCP performance over end-to-end rate control and stochastic available capacity ","IEEE ACM Trans Netw","2","2_25 A Kumar; Aditya Karnik ; Ajit Anvekar ; Sanjay Shakkottai<","132"
"133","A Kumar; Deepak Patil","Stability and throughput analysis of unslotted CDMA-ALOHA with finite number of users and code sharing ","Telecommunication Systems","2","2_26 A Kumar; Deepak Patil<","133"
"134","A Kumar;A Gupta ; T Roughgarden","A Constant Factor Approximation Algorithm for the Multicommodity Rent-or-Buy Problem "," FOCS IEEE Symposium Foundations of Computer Science","3","3_10 A Kumar;A Gupta ; T Roughgarden<","134"
"135","A Kumar;Anupam Gupta ; Rajeev Rastogi","Exploring the trade-off between label size and stack depth in MPLS Routing ","INFOCOM The Conference Computer Communications","3","3_11 A Kumar;Anupam Gupta ; Rajeev Rastogi<","135"
"136","A Kumar;Anupam Gupta ; Martin P&aacute;l ; Tim Roughgarden","Approximation Via Cost-Sharing: A Simple Approximation Algorithm for the Multicommodity Rent-or-Buy Problem ","FOCS IEEE Symposium Foundations of Computer Science","3","3_12 A Kumar;Anupam Gupta ; Martin P&aacute;l ; Tim Roughgarden<","136"
"137","A Kumar;A Gupta ; J Kleinberg ; R Rastogi ; B Yener","Provisioning a virtual private network : A network design problem for multicommodity flow "," Proc rd ACM Symposium Thoery of Computing","3","3_13 A Kumar;A Gupta ; J Kleinberg ; R Rastogi ; B Yener<","137"
"138","A Kumar;A Gupta ; R Rastogi","Routing Issues in MPLS Or, How to Travel with a Pez Dispenser "," Proc IEEE Symposium Foundations of Computer Science","3","3_14 A Kumar;A Gupta ; R Rastogi<","138"
"139","A Kumar;Anupam Gupta ; Tim Roughgarden","Simpler and better approximation algorithms for network design ","STOC ACM Symposium Theory of Computing","3","3_15 A Kumar;Anupam Gupta ; Tim Roughgarden<","139"
"140","A Kumar;A Gupta","Sorting and Selection with Structured Costs "," Proc IEEE Symposium Foundations of Computer Science","3","3_16 A Kumar;A Gupta<","140"
"141","A Kumar;Anupam Gupta ; Mikkel Thorup","Tree based MPLS routing ","SPAA ACM Symposium Parallel Algorithms and Architectures","3","3_17 A Kumar;Anupam Gupta ; Mikkel Thorup<","141"
"142","A Kumar;Anupam Gupta ; Rajeev Rastogi","Traveling with a Pez Dispenser Or, Routing Issues in MPLS ","FOCS IEEE Symposium Foundations of Computer Science","3","3_18 A Kumar;Anupam Gupta ; Rajeev Rastogi<","142"
"143","A Kumar;D Kempe ; J Kleinberg","Connectivity and inference problems for temporal networks "," Proc ACM Symposium Thoery of Computing","3","3_19 A Kumar;D Kempe ; J Kleinberg<","143"
"144","A Kumar;Y Breitbart ; M Garofalakis ; A Gupta ; R Rastogi","On configuring BGP route reflectors "," preparation","3","3_1 A Kumar;Y Breitbart ; M Garofalakis ; A Gupta ; R Rastogi<","144"
"145","A Kumar;Y Breitbart ; M Garofalakis ; R Rastogi","Optimal configuration of OSPF aggregates "," Proc st IEEE INFOCOM The Conference Computer Communications","3","3_2 A Kumar;Y Breitbart ; M Garofalakis ; R Rastogi<","145"
"146","A Kumar;Amit Chakrabarti ; Anupam Gupta ; Chandra Chekuri","Approximation Algorithms for the Unsplittable Flow Problem ","APPROX","3","3_3 A Kumar;Amit Chakrabarti ; Anupam Gupta ; Chandra Chekuri<","146"
"147","A Kumar;C Chekuri ; A Gupta ; S Naor; D Raz","Building edge-failure resilient networks "," Proc th International Conference IPCO Integer Programming Combinatorial Optimization","3","3_4 A Kumar;C Chekuri ; A Gupta ; S Naor; D Raz<","147"
"148","A Kumar;Minos N Garofalakis","Correlating XML data streams using tree-edit distance embeddings ","PODS Symposium Principles of Database Systems","3","3_5 A Kumar;Minos N Garofalakis<","148"
"149","A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart","Optimal Configuration of OSPF Aggregates ","INFOCOM The Conference Computer Communications","3","3_6 A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart<","149"
"150","A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart","Optimal configuration of OSPF aggregates ","IEEE ACM Trans Netw","3","3_7 A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart<","150"
"151","A Kumar;Anupam Gupta ; Chandra Chekuri ; Danny Raz ; Joseph Naor","Building Edge-Failure Resilient Networks ","IPCO Integer Programming Combinatorial Optimization","3","3_8 A Kumar;Anupam Gupta ; Chandra Chekuri ; Danny Raz ; Joseph Naor<","151"
"152","A Kumar;Anupam Gupta ; Tim Roughgarden","A Constant-Factor Approximation Algorithm for the Multicommodity ","FOCS IEEE Symposium Foundations of Computer Science","3","3_9 A Kumar;Anupam Gupta ; Tim Roughgarden<","152"
"153","A Kumar;David Kempe ; Jon M Kleinberg","Connectivity and Inference Problems for Temporal Networks ","J Comput Syst Sci","3","3_20 A Kumar;David Kempe ; Jon M Kleinberg<","153"
"154","A Kumar;J Kleinberg","Fairness measures for resource allocation "," Proc st IEEE Symposium Foundations of Computer Science","3","3_21 A Kumar;J Kleinberg<","154"
"155","A Kumar;J Kleinberg","Wavelength Conversion in optical networks "," Proc th ACM SIAM Society for Industrial and Applied Mathematics Symposium Discrete Algorithms","3","3_22 A Kumar;J Kleinberg<","155"
"156","A Kumar;Jon M Kleinberg","Wavelength Conversion in Optical Networks ","J Algorithms","3","3_23 A Kumar;Jon M Kleinberg<","156"
"157","A Kumar;R Rastogi ; A Silberschatz; B Yener","Algorithms for provisioning VPNs in the hose model "," Proc ACM SIGCOMM Special Interest Group Data Communications","3","3_24 A Kumar;R Rastogi ; A Silberschatz; B Yener<","157"
"158","A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi","Algorithms for provisioning virtual private networks in the hose model ","SIGCOMM Special Interest Group Data Communications","3","3_25 A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi<","158"
"159","A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi","Algorithms for provisioning virtual private networks in the hose model ","IEEE ACM Trans Netw","3","3_26 A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi<","159"
"160","A Kumar;Chaitanya Swamy","Primal-Dual Algorithms for Connected Facility Location Problems ","APPROX","3","3_27 A Kumar;Chaitanya Swamy<","160"
"161","A Kumar;C Swamy","Primal-dual Algorithms for Connected Facility Location Prolems "," APPROX","3","3_28 A Kumar;C Swamy<","161"
"162","A Kumar; James E Lewis ; Rammohan K Ragade","A Multiple Copy Distributed Genetic Algorithm for Bin-Packing ","PDPTA Parallel and Distributed Processing Techniques and Applications","4","4_10 A Kumar; James E Lewis ; Rammohan K Ragade<","162"
"163","A Kumar; Matt Wurth ; Rammohan K Ragade","Design and Implementation of Wireless Medical Charts System ","PDPTA Parallel and Distributed Processing Techniques and Applications","4","4_11 A Kumar; Matt Wurth ; Rammohan K Ragade<","163"
"164","A Kumar; Dharma P Agrawal","On System Effectiveness Evaluation of Real-Time Parallel and Distributed Computing Systems ","ICPP International Conference Parallel Processing","4","4_12 A Kumar; Dharma P Agrawal<","164"
"165","A Kumar; Chien-In Henry Chen","Comments on Area-Time Optimal Adder Design ","IEEE Trans Computers","4","4_13 A Kumar; Chien-In Henry Chen<","165"
"166","A Kumar; Dharma P Agrawal","Parameters for System Effectiveness Evaluation of Distributed Systems ","IEEE Trans Computers","4","4_14 A Kumar; Dharma P Agrawal<","166"
"167","A Kumar; Adel Said Elmaghraby","Simulation TC: Active and Vibrant ","IEEE Computer","4","4_15 A Kumar; Adel Said Elmaghraby<","167"
"168","A Kumar; Mehmed Kantardzic","Toward Autonomic Distributed Data Mining with Intelligent Web Services ","IKE Innovation Knowledge and Economic dynamics","4","4_16 A Kumar; Mehmed Kantardzic<","168"
"169","A Kumar; Alok Srivastava ; Rakesh M Pathak","Distributed Approach for Implementing Genetic Algorithms ","ICPP International Conference Parallel Processing","4","4_1 A Kumar; Alok Srivastava ; Rakesh M Pathak<","169"
"170","A Kumar; Chinar Deshpande ; Larry A Dunning ; Sub Ramakrishnan","Performance Comparison of Two Algorithms for Task Assignment ","ICPP International Conference Parallel Processing","4","4_2 A Kumar; Chinar Deshpande ; Larry A Dunning ; Sub Ramakrishnan<","170"
"171","A Kumar; Venkata Konda","A Framework for Dependence Based Optimization and Parallelization of Practical DO Loops ","ICPP International Conference Parallel Processing","4","4_3 A Kumar; Venkata Konda<","171"
"172","A Kumar; Mahesh C Gupta ; Yash P Gupta","Genetic Algorithm Application in a Machine Scheduling Problem ","ACM Conference Computer Science","4","4_4 A Kumar; Mahesh C Gupta ; Yash P Gupta<","172"
"173","A Kumar; M C Gupta ; Rakesh M Pathak","Genetic Algorithm Based Approach for Designing Computer Network Topology ","ACM Conference Computer Science","4","4_5 A Kumar; M C Gupta ; Rakesh M Pathak<","173"
"174","A Kumar; Aditi Singru ; Alok Srivastava ; Khaled A Kamel","Object-Oriented Simulation of Multimedia-On-Demand Services over ATM Network ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","4","4_6 A Kumar; Aditi Singru ; Alok Srivastava ; Khaled A Kamel<","174"
"175","A Kumar; Aditi Singru ; Alok Srivastava","Design and Analysis of a Video-on-Demand Server ","Multimedia Syst","4","4_7 A Kumar; Aditi Singru ; Alok Srivastava<","175"
"176","A Kumar; Venkata Konda","A Systematic Framework for the Dependence Cycle Removal in Practical Loops ","J Parallel Distrib Comput","4","4_8 A Kumar; Venkata Konda<","176"
"177","A Kumar; Ilkka Ikonen ; John C Wissel ; Rammohan K Ragade ; William E Biles","A Genetic Algorithm for Packing Three-Dimensional Non-Convex Objects Having Cavities and Holes ","ICGA International Computer Games Association","4","4_9 A Kumar; Ilkka Ikonen ; John C Wissel ; Rammohan K Ragade ; William E Biles<","177"
"178","A Kumar;","Model-Based Reasoning for Domain Modeling in a Web-Based Intelligent Tutoring System to Help Students Learn to Debug C++ Programs ","Intelligent Tutoring Systems","5","5_10 A Kumar;<","178"
"179","A Kumar;","Incorporating Environmental Issues into the Computer Science Curriculum","Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New","5","5_11 A Kumar;<","179"
"180","A Kumar;","An Algorithm to Design Loops","The Journal of Computing Small Colleges K","5","5_12 A Kumar;<","180"
"181","A Kumar;","Announcements ","Intelligence","5","5_13 A Kumar;<","181"
"182","A Kumar;","AAAI- Workshop on Reasoning About Function","SIGART Bulletin","5","5_14 A Kumar;<","182"
"183","A Kumar;","AAAI- Workshop Reports: Reasoning About Function","AI Artificial Intelligence Magazine","5","5_15 A Kumar;<","183"
"184","A Kumar;","Problem Generation: Evaluation of Two Domains in Operating Systems ","FLAIRS The AI Research Society Conference Conference","5","5_16 A Kumar;<","184"
"185","A Kumar;","Recent Dissertations: Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","SIGART Bulletin","5","5_17 A Kumar;<","185"
"186","A Kumar;","A Reified Interface for a Tutor on Program Debugging ","ICALT IEEE International Conference Advanced Learning Technologies","5","5_18 A Kumar;<","186"
"187","A Kumar;","Representation and Diagnosis Using Function in Classes","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Representing and Reasoning with Device Function Montreal Computer Animation","5","5_19 A Kumar;<","187"
"188","A Kumar;","Using Classes to Reason About Devices","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing and Reasoning About Function","5","5_20 A Kumar;<","188"
"189","A Kumar;","Using Patterns to Teach Recursion in LISP","Proceedings of the Eastern Small Computing Conference ESCCC Marywood K","5","5_21 A Kumar;<","189"
"190","A Kumar;Ellis Zsoldos primary author ","Developing Courseware for Precedence and Associativity of Operators in C"," Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New","5","5_22 A Kumar;Ellis Zsoldos primary author <","190"
"191","A Kumar;Andrew Morrissey primary author ","Multimedia Courseware for Counter-Controlled Loops in Java"," The Journal of Computing Small Colleges","5","5_23 A Kumar;Andrew Morrissey primary author <","191"
"192","A Kumar;J Chen; J Choi; J Geller; M R Taie; S C Shapiro; S N Srihari ; S J Upadhyaya","VMES: A Versatile Maintenance Expert System","Department of Computer Science State University of New at Number","5","5_24 A Kumar;J Chen; J Choi; J Geller; M R Taie; S C Shapiro; S N Srihari ; S J Upadhyaya<","192"
"193","A Kumar;Luca Chittaro;","Modeling and Reasoning with Function","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Function","5","5_25 A Kumar;Luca Chittaro;<","193"
"194","A Kumar;L Chittaro","Reasoning about Function and its applications to engineering"," Artificial Intelligence Engineering","5","5_26 A Kumar;L Chittaro<","194"
"195","A Kumar;Lawrence D Antonio ; Claire Lichack;","Implementing a Windows Based Courseware Authoring System","The Journal of Computing Small Colleges","5","5_27 A Kumar;Lawrence D Antonio ; Claire Lichack;<","195"
"196","A Kumar;P A V Hall; E S Adams; L Carswell; A Ellis; J Meyer ; J Motil","Interactive Multimedia Pedagogies - Report of the Working Group on Interactive Multimedia Pedagogy","Proceedings of The First Association for Computing Machinery ACM SIGCSE SIGCUE Special Interest Group Computer Science Education Computers Undergraduate Education Conference Integrating Technology into Computer Science Education Barcelona","5","5_28 A Kumar;P A V Hall; E S Adams; L Carswell; A Ellis; J Meyer ; J Motil<","196"
"197","A Kumar;Elliot B Koffman ; Juan Alvarez ; Juris Reinfelds ; Maria Lucia B Lisboa ; Peter Van Roy ; Raul Sidnei Wazlawick ; Torsten Brinda","Teaching Programming and Problem Solving ","Informatics Curricula and Teaching Methods","5","5_29 A Kumar;Elliot B Koffman ; Juan Alvarez ; Juris Reinfelds ; Maria Lucia B Lisboa ; Peter Van Roy ; Raul Sidnei Wazlawick ; Torsten Brinda<","197"
"198","A Kumar;Claire P Lichack","Acharya: Multimedia Courseware"," Proceedings of the Eleventh Annual Eastern Small Computing Conference ESCCC Iona New Rochelle","5","5_30 A Kumar;Claire P Lichack<","198"
"199","A Kumar;Claire Lichack","Pedagogical Evaluation of Multimedia Courseware for Computer Science","Proceedings of the Frontiers Education Conference Teaching and Learning an Era of Change","5","5_31 A Kumar;Claire Lichack<","199"
"200","A Kumar;Claire Lichack","Pedagogical Evaluation of Multimedia Courseware for Science"," The Journal of Computing Small Colleges","5","5_32 A Kumar;Claire Lichack<","200"
"201","A Kumar;N Parameswaran","Metalevel Programming in Robotics"," at the Workshop Space Telerobotics Jet Propulsion Laboratory","5","5_33 A Kumar;N Parameswaran<","201"
"202","A Kumar;S J Upadhyaya;","Abstraction and Approximation in Diagnostic Reasoning","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Approximation Abstraction of Computational Theories San Jose Computer Animation","5","5_34 A Kumar;S J Upadhyaya;<","202"
"203","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Diagnosis"," Proceedings of The Tenth IEEE Conference Artificial Intelligence for Applications CAIA San Antonio Acceptance rate","5","5_35 A Kumar;S J Upadhyaya<","203"
"204","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Model Based Diagnosis"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Reasoning About Function D C","5","5_36 A Kumar;S J Upadhyaya<","204"
"205","A Kumar;","Accounting for Context-Sensitivity of Function","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Modeling Context Knowledge Representation and Reasoning Montreal Computer Animation","5","5_1 A Kumar;<","205"
"206","A Kumar;S J Upadhyaya","Component Ontological Representation of Function for Reasoning About Devices"," for publication Artificial Intelligence Engineering","5","5_37 A Kumar;S J Upadhyaya<","206"
"207","A Kumar;","Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","Department of Computer Science State University of New at Number Dissertation","5","5_2 A Kumar;<","207"
"208","A Kumar;S J Upadhyaya","Focusing Candidate Generation"," Artificial Intelligence Engineering","5","5_38 A Kumar;S J Upadhyaya<","208"
"209","A Kumar;","Function Based Reasoning","The Knowledge Engineering Review","5","5_3 A Kumar;<","209"
"210","A Kumar;","Function-based reasoning: An introduction ","Applied Artificial Intelligence","5","5_4 A Kumar;<","210"
"211","A Kumar;Shambhu J Upadhyaya","Function-based candidate discrimination during model-based diagnosis ","Applied Artificial Intelligence","5","5_39 A Kumar;Shambhu J Upadhyaya<","211"
"212","A Kumar;","Fork Diagrams for Teaching Selection in CS I","Proceedings of The Twenty Seventh SIGCSE Special Interest Group Computer Science Education Technical Symposium Computer Science Education","5","5_5 A Kumar;<","212"
"213","A Kumar;","Generating challenging problems for first-fit storage placement algorithm","Proceedings of the Artificial Intelligence Research Symposium FLAIRS The AI Research Society Conference Special Track Intelligent Tutoring Systems Daytona Beach K","5","5_6 A Kumar;<","213"
"214","A Kumar;","Generating Challenging Problems in Intelligent Tutoring Systems: A Case Study of Storage Placement Algorithms","Proceedings of the Eighth International PEG Conference Sozopol K","5","5_7 A Kumar;<","214"
"215","A Kumar;","Links ","Intelligence","5","5_8 A Kumar;<","215"
"216","A Kumar;","Learning Programming by Solving Problems ","Informatics Curricula and Teaching Methods","5","5_9 A Kumar;<","216"
"217","A Kumar;S J Upadhyaya","Framework for Function Based Diagnosis"," Department of Computer Science State University of New at Number","5","5_40 A Kumar;S J Upadhyaya<","217"
"218","A Kumar;S J Upadhyaya","A Theory of Function Based Diagnosis"," Proceedings of the West International Conference Intelligent Systems","5","5_41 A Kumar;S J Upadhyaya<","218"
"219","A Kumar;S J Upadhyaya","Teleological Reasoning in Model Based Diagnosis"," for poster presentation at IEEE Conference Tools with Artificial Intelligence TAI New Orleans","5","5_42 A Kumar;S J Upadhyaya<","219"
"220","A Kumar;S J Upadhyaya;","Teleological Reasoning in Model Based Diagnosis","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Device Function","5","5_43 A Kumar;S J Upadhyaya;<","220"
"221","A Kumar;S J Upadhyaya","Teleology in Model Based Diagnosis"," Working Notes of the Fifth International Workshop Principles of Diagnosis DX New Paltz","5","5_44 A Kumar;S J Upadhyaya<","221"
"222","A Kumar;S J Upadhyaya","Automating Representation"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Model Based Reasoning","5","5_45 A Kumar;S J Upadhyaya<","222"
"223","A Kumar; A R Naseer ; C S Ajay ; D Harikrishna ; M Balakrishnan ; M Karunakaran ; Shashi Kumar ; V Mudgil","High Level Design Experiences with IDEAS ","VLSI Very Large Scale Integration Design","6","6_1 A Kumar; A R Naseer ; C S Ajay ; D Harikrishna ; M Balakrishnan ; M Karunakaran ; Shashi Kumar ; V Mudgil<","223"
"224","A Kumar; M Balakrishnan ; M V Rao","DESSERT: Design Space Exploration of RT Level Components ","VLSI Very Large Scale Integration Design","6","6_2 A Kumar; M Balakrishnan ; M V Rao<","224"
"225","A Kumar; M Balakrishnan ; Vishal P Bhatt","Exploring the Number of Register Windows in ASIP Synthesis ","VLSI Very Large Scale Integration Design","6","6_3 A Kumar; M Balakrishnan ; Vishal P Bhatt<","225"
"226","A Kumar; M Balakrishnan ; Murali Mohan ; Rohini Krishnan","A New Divide and Conquer Method for Achieving High Speed Division in Hardware ","VLSI Very Large Scale Integration Design","6","6_4 A Kumar; M Balakrishnan ; Murali Mohan ; Rohini Krishnan<","226"
"227","A Kumar; A R Naseer ; M Balakrishnan","FAST: FPGA Targeted RTL Structure Synthesis Technique ","VLSI Very Large Scale Integration Design","6","6_5 A Kumar; A R Naseer ; M Balakrishnan<","227"
"228","A Kumar; Shashi Kumar ; Sushil Chandra Jain","Efficient Embedding of Partitioned Circuits onto Multi-FPGA Boards ","FPL Field Programmable Logic and Applications","6","6_6 A Kumar; Shashi Kumar ; Sushil Chandra Jain<","228"
"229","A Kumar; A R Naseer ; M Balakrishnan","An Efficient Technique for Mapping RTL Structures onto FPGAs ","FPL Field Programmable Logic and Applications","6","6_7 A Kumar; A R Naseer ; M Balakrishnan<","229"
"230","A Kumar; A R Naseer ; M Balakrishnan","Delay Minimal Mapping of RTL Structures onto LUT Based FPGAs ","FPL Field Programmable Logic and Applications","6","6_8 A Kumar; A R Naseer ; M Balakrishnan<","230"
"231","A Kumar; Laxmi N Bhuyan","Parallel FFT Algorithms for Cache Based Shared Memory Multiprocessors ","ICPP International Conference Parallel Processing","7","7_1 A Kumar; Laxmi N Bhuyan<","231"
"232"," Laxmi N Bhuyan H M W Verbeek, W M P van der Aalst and A Kumar; Yeimkuan Chang","A Distributed Cache Coherence Protocol for Hypercube Multiprocessors ","ICPP International Conference Parallel Processing","7","7_2  Laxmi N Bhuyan H M W Verbeek, W M P van der Aalst and A Kumar; Yeimkuan Chang<","232"
"233","A Kumar; Laxmi N Bhuyan ; Phanindra K Mannava","Efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ","Supercomputing","7","7_3 A Kumar; Laxmi N Bhuyan ; Phanindra K Mannava<","233"
"234","A Kumar; Hu-Jun Wang ; Laxmi N Bhuyan ; Ravi R Iyer","Impact of CC-NUMA Memory Management Policies on the Application Performance of Multistage Switching Networks ","IEEE Trans Parallel Distrib Syst","7","7_4 A Kumar; Hu-Jun Wang ; Laxmi N Bhuyan ; Ravi R Iyer<","234"
"235","A Kumar; Laxmi N Bhuyan","Evaluating Virtual Channels for Cache-Coherent Shared-Memory Multiprocessors ","International Conference Supercomputing","7","7_5 A Kumar; Laxmi N Bhuyan<","235"
"236","A Kumar; Rabi N Mahapatra","Vector Hartley Transform Employing Multiprocessors ","IPPS International Parallel Processing Symposium","7","7_6 A Kumar; Rabi N Mahapatra<","236"
"237","A Kumar; Christos Faloutsos ; Vassilis J Tsotras","Access Methods for Bi-Temporal Databases","Temporal Databases","8","8_4 A Kumar; Christos Faloutsos ; Vassilis J Tsotras<","237"
"238","A Kumar; Tony T Lee ; Vassilis J Tsotras","A Load-Balanced Parallel Sorting Algorithm for Shared-Nothing Architectures ","Distributed and Parallel Databases","8","8_1 A Kumar; Tony T Lee ; Vassilis J Tsotras<","238"
"239","A Kumar; Christos Faloutsos ; Vassilis J Tsotras","Designing Access Methods for Bitemporal Databases ","IEEE Trans Knowl Data Eng","8","8_2 A Kumar; Christos Faloutsos ; Vassilis J Tsotras<","239"
"240","A Kumar; Vassilis J Tsotras","Temporal Database Bibliography Update ","SIGMOD International Conference Management of Data Record","8","8_3 A Kumar; Vassilis J Tsotras<","240"
"241","A Kumar; Andrew Y C Nee ; F Mervyn ; S H Bok","Development of an Internet-enabled interactive fixture design system ","Computer Aided Design","9","9_1 A Kumar; Andrew Y C Nee ; F Mervyn ; S H Bok<","241"
"242","A Kumar; Tan Book Teck ; V Subramanian","A CAD integrated analysis of flatness in a form tolerance zone ","Computer Aided Design","9","9_2 A Kumar; Tan Book Teck ; V Subramanian<","242"
"243","A Kumar; Jerry Y H Fuh ; T S Kow","An automated design and assembly of interference-free modular fixture setup ","Computer Aided Design","9","9_3 A Kumar; Jerry Y H Fuh ; T S Kow<","243"
"244","A Kumar; A Y C Nee ; S Prombanpong","Expert fixture-design system for an automated manufacturing environment ","Computer Aided Design","9","9_4 A Kumar; A Y C Nee ; S Prombanpong<","244"
